EmpId,OrgId,RatedById,RatedByOrgId,RatingDate,esg_gol_soc_prog,esg_gol_prog,esg_gol_cust,esg_gol_proj_contri,esg_gol_team,esg_gol_supp,esg_gol_proj,esg_gol_progress,esg_gol_value,esg_gol_align,esg_ldr_suppfocus,esg_ldr_focus,esg_rep_value,esg_rep_company,esg_rep_report,esg_mnt_org,esg_mnt_supp,esg_mnt_parti,esg_trn_org,esg_trn_supp,esg_trn_progress,esg_trn_progress_last
943750,448359,943750,448359,12/01/2023,yes,No,Yes,Yes,Not Sure,Not Sure,Yes,Yes,Yes,7,6,8,Not Sure,Every Year,Not Sure,Yes,Not sure,Yes,Yes,Not sure,Completed training,Yet to start training
